crop,state,Cost of Cultivation (Rs./Hectare) A1,Cost of Cultivation (Rs./Hectare) A2,Cost of Cultivation (Rs./Hectare) B1,Cost of Cultivation (Rs./Hectare) B2,Cost of Cultivation (Rs./Hectare) C1,Cost of Cultivation (Rs./Hectare) C2,Cost of Cultivation (Rs./Hectare) C2 Revised,Cost of Production (Rs./Qtl) A1,Cost of Production (Rs./Qtl) A2,Cost of Production (Rs./Qtl) B1,Cost of Production (Rs./Qtl) B2,Cost of Production (Rs./Qtl) C1,Cost of Production (Rs./Qtl) C2,Cost of Production (Rs./Qtl) C2 Revised,Cost of Production (Rs./Qtl) C3,Value of Main Product (Rs./Hectare),Value of By- Product (Rs./Hectare),Seed (Kg.) per Hectare,Fertilizer (Kg. Nutrients) per Hectare,Manure (Qtl.) per Hectare,Human Labour* (Man Hrs.) per Hectare,Animal Labour (Pair Hrs.) per Hectare,Seed (Kg.) Rate (Rs.) ,Fertilizer (Kg. Nutrients) Rate(Rs.) ,Manure (Qtl.) Rate (Rs.) ,Human Labour (Man Hrs.) Rate (Rs.) ,Animal Labour (Pair Hrs.) Rate (Rs.) ,Implicit (Qtl.) Rate (Rs.) ,Number of Holdings in Sample,Number of Tehsils in Sample,Derived Yield (Qtl./Hectare),Operational Cost,Human Labour,Animal Labour,Machine Labour,Seed,Fertilizer & Manure,Insecticides,Irrigation Charges,Crop Insurance,Miscellaneous,Interest on Working Capital,Fixed Costs,Rental Value of Owned Land,Rent Paid For Leased-in-Land,"Land Revenue, Taxes, Cesses",Depreciation on Implements & Farm Building,Interest on Fixed Capital,Total Cost [11+12]
R&M,Uttar Pradesh,22343.44,24344.87,25047.53,44807.87,32566.97,52327.3,52327.3,1179.75,1411.79,1452.54,2598.47,1888.61,3034.54,3034.54,3337.994,52550.74,3852.47,4.69,112.95,1.12,401.77,0.45,185.57,25.01,102.31,30.34,118.56,3309.11,158,43,16.07,26967.01,12190.52,53.06,6909,869.62,2938.62,17.57,3395.22,0,4.09,589.31,25360.29,15758.9,4001.43,12.75,883.11,4704.1,52327.3
R&M,West Bengal,19894.52,20061.77,21788.54,33129.36,34800.64,46141.46,46141.46,1449.97,1462.16,1588.01,2414.56,2536.37,3362.92,3362.92,3699.21,43176.3,2339.95,7.85,157.92,1.23,508.18,8.51,79.77,27.71,171.88,38.44,69.05,3444.29,196,30,13.02,32605.45,19532.78,587.9,3884.21,625.95,4587.61,285.84,2470.73,0,36.7,593.73,13536.01,11173.56,167.25,8.77,292.41,1894.02,46141.46
Saffflower ,Karnataka,17448.86,17448.86,32740.72,39834.85,34513.83,41607.95,41614.15,1695,1695,3180.47,3869.6,3352.71,4041.84,4042.8,4447.08,29465.78,2393.81,7.13,41.82,0,246.01,8.27,187.33,37.34,0,27.94,101.4,3136.16,5,3,9.52,16718.07,6872.52,838.7,4816.66,1334.72,1561.22,794.98,0,0,46.41,452.86,24889.88,7094.13,0,9.68,2494.2,15291.87,41607.95
Saffflower ,Maharashtra,24064.82,24064.82,26796.35,21010.99,31930.16,36144.81,39225.38,3389.2,3389.2,3773.89,4367.47,4496.92,5090.49,5524.35,6076.78,24925.09,357.68,11.46,46.74,0,476.95,75.32,113.72,34.38,0,25.24,108.05,3180.66,2,2,7,28866.05,12038.75,8138.65,4358.65,1303.37,1606.74,594.57,0,0,106.18,719.14,7278.76,4214.65,0,15.68,316.9,2731.53,36144.81
Wheat,Bihar,24806.57,24806.57,28620.95,43398.49,34878.65,49656.19,49656.19,636.74,636.74,734.65,1113.96,895.27,1274.59,1274.59,1402.05,46333.96,12120.05,112.94,142.78,0.1,347.66,0.07,29.35,29.68,77.6,32.49,160.7,1493.81,436,44,30.88,30087.3,11294.17,10.64,6328.53,3314.35,4245.22,60.59,4110.2,0,1.5,722.1,19568.89,14777.54,0,115.66,861.31,3814.38,49656.19
Wheat,Chhattisgarh,19449.81,19449.81,28674.07,35057.99,34405.4,40789.32,41516.44,1008.43,1008.43,1486.69,1817.68,1783.84,2114.84,2152.27,2367.5,27480.75,4529.71,111.82,81.27,0,287.09,14.45,22.74,26.67,0,26.72,167.26,1591.38,21,8,16.56,23741.78,7670.26,2416.45,4954.66,2542.55,2167.27,200.06,2982.45,262.32,0,545.76,17047.54,6383.92,0,1.2,1438.15,9224.27,40789.32
Wheat,Gujarat,25343.48,26394.64,28825.11,38722.65,34729.06,44626.6,44626.6,771.39,803.38,877.36,1178.61,1057.06,1358.31,1358.31,1494.14,50638.05,6026.78,156.05,176.68,1.7,355.02,3.06,25.22,22.62,122.1,28.25,129.29,1702.4,257,51,29.36,30902.18,10027.89,395.49,6117.62,3935.11,4204.01,388.77,5072.42,0,3.36,757.51,13724.42,8846.37,1051.16,7.97,337.29,3481.63,44626.6
Wheat,Haryana,29027.99,29027.99,38225.13,65310.97,45376.97,72462.81,73032.19,537.37,537.37,707.63,1209.05,840.03,1341.44,1351.87,1487.06,82838.99,12642.38,110.66,226.85,0,199.31,0,23.42,19.37,0,50.3,0,1732.7,299,30,46.87,34168.78,10025.94,0,10178.78,2591.54,4395.1,1532.73,4609.82,0,16.18,818.69,38294.03,27085.85,0,0,2011.05,9197.13,72462.81
Wheat,Himachal Pradesh,20367.76,20577.87,26693.33,36658.44,37497.07,47462.18,47462.18,760.84,768.69,997.17,1369.39,1400.72,1772.97,1772.97,1950.27,32543.68,12221.89,119.05,76.2,37.47,212.13,15.24,17.03,21,95.59,52.67,213.84,1664.25,291,30,19.46,30038.19,11172.48,3259.42,7012.99,2027.59,5181.93,195.61,588.33,1.52,15.47,582.85,17423.99,9755,210.11,9.67,1123.64,6325.57,47462.18
Wheat,Jharkhand,22871.92,22871.92,28155.02,43469.38,39165.73,54480.08,54868.36,752,752,925.7,1429.22,1287.72,1791.24,1804.31,1984.74,38968.73,8584.36,76.08,88.77,6.7,396.83,14.92,43.18,27.76,72.95,39.45,191.66,1590,30,7,24.92,32987.82,15655.56,2860.45,3271.5,3285.22,2952.64,0,4295.57,0,0.92,665.96,21492.26,15314.35,0,52.52,842.28,5283.11,54480.08
Wheat,Karnataka,22074.46,22074.46,25199.39,32611.1,27828.48,35240.2,35240.2,1399.37,1399.37,1597.46,2067.32,1764.13,2233.98,2233.98,2457.378,23861.04,6430.82,74.49,89.08,0,212.94,17.1,34.7,47.43,0,26.68,242.76,2022.86,50.15,15,12.43,24026.84,5680.63,4150.16,6432.5,2584.89,4225.15,8.44,225.89,0,70.77,648.41,11213.36,7411.72,0,8.99,667.73,3124.92,35240.2
Wheat,Madhya Pradesh,25081.63,25081.63,29916.15,42894.9,36599.21,49577.96,49577.96,561.49,561.49,669.72,960.27,819.33,1109.88,1109.88,1220.87,60650.78,9849.64,118.22,128.08,0,285.08,4.59,24.79,23.24,0,35.67,114.67,1636.61,314,43,38.43,30748.68,10169.6,526.47,7821.21,2930.67,2976.26,91.55,5264.75,229.62,9.3,729.25,18829.28,12978.75,0,4.27,1011.74,4834.52,49577.96
Wheat,Maharashtra,32127.27,32127.27,41148.8,48566.89,48559.26,55977.34,55997.44,1328.34,1328.34,1701.35,2008.06,2007.75,2314.46,2315.76,2547.34,43154.33,1345.27,126.61,173.93,0,371.09,16.21,29.86,24.43,0,31.65,138.79,1760.73,129,44,23.45,38830.47,11743.45,2250.11,8872.09,3779.95,4248.71,385.09,6547.2,0,51.75,952.12,17146.87,7418.08,0,19.88,687.37,9021.54,55977.34
Wheat,Punjab,24626.39,29547.2,29396.96,62762.33,32327.17,65692.55,65881.36,438.39,525.99,523.31,1117.27,575.47,1169.43,1172.86,1290.14,87916.39,8461.55,112.86,253.61,2.08,110.43,0.22,22.6,20.74,22.34,48.83,126.79,1734.85,299,30,51.24,26513.44,5392.32,28.29,9952.82,2550.81,5306.16,1841.49,660.65,0,66.27,714.63,39179.11,28444.57,4920.81,0,1043.16,4770.57,65692.55
Wheat,Rajasthan,28083.42,28090.94,36504.64,50481.2,55396.04,69372.61,69372.61,552.2,552.35,717.78,992.6,1089.2,1364.06,1364.06,1500.47,66367.98,17429.57,155.52,135.02,7.24,530.67,2.29,24.35,22.79,71.84,44.12,256.62,1684.84,392,48,40.28,45911.72,23410.57,587.55,7109.33,3787.12,3597.23,172.93,6417.77,0,10.44,818.78,23460.89,13969.05,7.52,10.45,1052.66,8421.21,69372.61
Wheat,Uttar Pradesh,31243.77,31834.87,36870.49,55255.36,44086.28,62471.16,63368.06,732.31,746.17,864.19,1295.11,1033.32,1464.24,1485.05,1633.56,57978.08,12464.82,133.32,173.87,0.08,381.18,0.22,24.71,24.22,144.73,32.39,128.19,1610.7,677,71,35.12,37340.25,12345.64,28.27,8603.1,3294.76,4222.46,112.92,7820.03,0,0.22,912.85,25130.91,17793.78,591.1,3.63,1115.69,5626.71,62471.16
Wheat,Uttarakhand,28508.21,28508.21,31992.69,48725.88,40925.67,57658.87,58426.32,708.13,708.13,794.68,1210.33,1016.58,1432.22,1451.22,1596.342,46145.83,5332.08,131.4,140.84,0,278.41,91.62,22.19,24.57,0,46.4,100.92,1640.56,40,4,36.09,35866.72,12919.68,9246.03,5054.48,2916.11,3460.09,223.91,1230.26,0,0,816.16,21792.15,16733.19,0,2.15,1572.33,3484.48,57658.87
Wheat,West Bengal,25416.44,25416.44,25667.05,36560.44,36886.5,47779.89,48035.87,819.89,819.89,827.97,1179.37,1189.89,1541.29,1549.54,1704.5,43573.54,0,115.39,166.67,18.03,359.82,0,40,33.67,71.54,33.38,0,1425.19,6,2,31,36272.41,12010.28,0,8754.73,4615.38,6902.09,0,3230.77,0,0,759.16,11507.48,10893.39,0,30.97,332.51,250.61,47779.89
Jute,Assam,34628.34,34628.34,38677.98,50665.84,66658.77,78646.63,78646.63,1574.34,1574.34,1758.45,2303.46,3030.56,3575.58,3575.58,3933.14,55466.37,6239.02,9.23,87.13,2.97,1349.79,50.13,186.55,28.05,170.02,33.79,74.81,2936.17,64,9,19.77,61467.14,45604.33,3749.86,6245.09,1721.29,2948.49,143.92,0,0,39.44,1014.72,17179.49,11987.86,0,114.58,1027.41,4049.64,78646.63
Jute,Bihar,23133.32,23133.32,35575.07,46369.04,42553.42,53347.39,53718.86,1081.23,1081.23,1662.75,2167.25,1988.91,2493.41,2510.59,2761.65,47435.29,3619.38,5.95,115.1,0,823.29,0,323.23,30.17,0,27.34,0,2391.36,6,1,19.88,29470.52,22507.76,0,885.34,1923.88,3471.97,0,0,0,0,681.57,23876.87,10793.97,0,119.76,521.39,12441.75,53347.39
Jute,West Bengal,52234.88,53559.39,53768.26,78154.62,74933.15,99319.52,99319.52,1697.29,1740.33,1747.12,2539.52,2434.84,3227.24,3227.24,3549.96,94433.25,7271.83,7.45,168.19,2.51,1470.97,13.84,149.43,30.41,94.79,38.88,70.22,3144.73,128,19,28.57,72966.91,57187.89,971.66,4484.75,1113.3,5352.02,632.63,1644.21,0,10.7,1569.75,26352.61,23061.84,1324.51,5.05,427.82,1533.39,99319.52
Onion,Andhra Pradesh,125753.47,125753.47,126825.07,150049.65,143822.41,167046.99,168475.6863,487.32,487.32,491.47,581.47,557.34,647.34,652.8800089,718.1680098,77415.25,0,119.492,292.458,0,1387.79,55.93,250.354,35.832,0,45.94,222.3,300.01,2,1,258.05,142575.07,63755.8,12433.45,1322.03,29915.25,10479.23,11635.59,5075.8,0,0,3805.37,24471.92,23224.58,0,0,175.73,1071.61,167046.99
Onion,Gujarat,77802.71,80045.46,79791.23,113927.63,86897.82,121034.22,121034.22,390.79,400.07,408.25,556.84,462.9,611.5,611.5,672.65,188839.29,2484.36,0,186.71,3.98,1426.65,6.19,0,21.99,106.86,27.7,140.1,990.6,33,12,195.38,84689.06,39512.34,867.16,3316.76,29200.19,4529.81,1912.09,2863.3,0,0,2350.97,36345.16,31893.65,2242.75,3.41,216.83,1988.52,121034.22
Onion,Karnataka,45178.72,45178.72,47489.5,66958.85,63853.22,83322.56,94308.91,750.57,750.57,800.07,1100.86,1075.65,1376.44,1557.96,1713.76,92847.23,1185.67,8.89,158.58,0.41,1218.4,23.69,626.25,29.48,492.77,28.98,126.8,1183.78,26,10,59.65,61347.71,35312.85,3003.96,6190.26,5564.94,4873.48,1710.02,1327.45,0,1715.95,1363.14,21974.85,19469.34,0,10.01,184.72,2310.78,83322.56
Onion,Madhya Pradesh,55451.11,55451.11,61155.94,93552,78325.74,110721.8,110721.8,204.4,204.4,225.5,345.53,289.62,409.66,409.66,450.626,194337.5,0,9.989,352.029,0,1096.8,0,1232.408,28.726,0,32.37,0,716.74,10,2,270.28,71647,35508.26,0,4443.67,12309.94,10112.26,1517.86,6104.21,0,0,1650.8,39074.8,32396.07,0,7.07,966.84,5704.82,110721.8
Onion,Maharashtra,105792.82,105792.82,115985.97,162596.97,132072.16,178683.16,179153.75,416.95,416.95,455.95,634.59,518.38,697.01,698.86,768.74,277362.22,2247.85,0,448.08,4.63,946.06,21.19,0,34.31,128.17,38.32,130.36,1012.96,75,18,254.37,120854.52,36255.46,2761.68,10842.45,22885.14,15967.39,5956.11,7434.29,0,229.18,3174.78,57828.64,46611,0,18.85,1005.64,10193.15,178683.16
Onion,Rajasthan,71686.41,71686.41,74594.71,103721.22,105283.06,134409.57,134409.57,411.51,411.51,426,572.65,568.5,715.15,715.15,786.665,174120.78,603.31,0,68.742,92.062,1099.11,0,0,29.156,105.824,46.72,0,1792.48,28,9,187.05,102147.64,51351.43,0,2834.65,22298.48,11746.52,782.97,10945.07,0,23.1,2165.42,32261.93,29126.51,0,7.6,219.52,2908.3,134409.57
Potato,Assam,60237.33,60254.38,61527.19,81657.92,85781.37,105912.11,105912.11,441.78,441.89,452.89,603.3,642.22,792.63,792.63,871.89,154696.63,0,1362.43,252.63,15.11,733.9,47.8,18.41,40.6,200.39,36.78,107.98,1152.87,62,20,133.62,83912.85,26991.83,5161.83,10580.36,25078.15,13283.53,794.84,5.66,0,208.82,1807.83,21999.26,20113.69,17.05,100.36,478.31,1289.85,105912.11
Potato,Bihar,51195.4,51195.4,52359.03,75055.82,62587.9,85284.7,85284.7,327.93,327.93,335.41,480.43,400.78,545.79,545.79,600.369,95950.38,0,2096.29,178.783,17.563,669.35,0,10.057,32.282,93.595,32.36,0,564.77,37,11,156.26,60805.8,21659.41,0,3730.33,21082.55,7415.25,565.26,4820.38,0,0,1532.62,24478.9,22696.79,0,227.09,391.38,1163.64,85284.7
Potato,Gujarat,72798.7,74145.12,77580.87,104683.87,80528.99,107631.99,107631.99,245.1,249.61,261.24,352.62,371.19,362.58,362.58,398.84,177516.52,33.88,3613.27,527.88,4.06,555.42,0,7.16,34.08,105.78,24.85,0,590.65,24,5,296.8,75348.24,13802.17,0,7910.99,25855.08,18419.36,3327.13,3182.66,0,0,2193.93,32283.75,25756.59,1346.42,2.67,395.91,4782.16,107631.99
Potato,Himachal Pradesh,43643.79,45629.42,46152.34,59677.04,65097.48,78622.18,78622.18,421.17,438.14,446.89,598.54,684.22,835.87,835.87,919.46,109758.25,0,1144.04,82.04,146.87,487.15,18.2,14.19,28.27,86.63,48.13,90.5,965.52,45,8,94.06,62194.34,23446.12,1646.84,2712.51,16228.66,15042.38,1230.41,394.6,0,182.25,1310.57,16427.84,11539.07,1985.63,12.33,382.26,2508.55,78622.18
Potato,Karnataka,105598.68,105598.68,110997,167809.4,133838.46,190650.86,190650.86,360.03,360.03,377.88,550.67,460.82,633.6,633.6,696.96,284062.01,0,2027.19,387.83,19.56,1139.3,27.25,11.86,34.04,800.01,39.5,118.9,912.05,7,2,300.9,127631.97,44996.77,3240.3,12224.42,24046.17,28849.67,6542.62,3157.31,0,1399.25,3175.46,63018.89,56812.4,0,194.98,613.19,5398.32,190650.86
Potato,Madhya Pradesh,66438.63,66438.63,68940.35,92507.99,76765.58,100333.22,100333.22,306.04,306.04,317.44,427.37,354.73,464.66,464.66,511.126,141377.56,0,2418.358,189.698,0,542.97,18.2,15.068,28.382,0,29.71,56.13,635.48,8,3,215.93,73854.4,16129.02,1021.45,5171.14,36440.24,5383.96,1676.24,6004.19,0,27.29,2000.87,26478.82,23567.64,0,5.96,403.5,2501.72,100333.22
Potato,Pnnjab,77994.1,81442.47,82374.62,119835.41,84710.25,122171.04,122171.04,219.85,233.11,230.99,335,238.63,342.63,342.63,376.893,245216.69,0,5190.19,515.653,0,565.29,0,4.202,26.775,0,46.41,0,585.8,5,4,356.57,79953.12,26232.8,0,11253.42,21808.39,13806.83,3970.73,528.92,0,0,2352.03,42217.92,34012.43,3448.37,0,376.6,4380.52,122171.04
Potato,Uttar Pradesh,54887.97,56589.27,56849.08,80943.4,63239.27,87333.59,87333.59,240.25,246.74,248.5,353.9,276.89,382.3,382.3,420.53,167883.67,0,3329.77,362.74,3.3,503.62,0.09,4.71,26.43,173.33,31.21,157.04,846.38,88,23,228.44,60903.41,15720.02,13.61,11981.46,15683.39,10159.96,402.75,5239.25,0,51.07,1651.9,26430.18,22393.02,1701.3,10.81,363.93,1961.12,87333.59
Potato,West Bengal,88515.79,88557.23,89864.56,145121.71,120019.8,175276.95,175276.95,301.44,301.58,305.98,493.84,409.8,597.66,597.66,657.43,221593.64,0,1239.49,962.11,16.43,1313.89,16.41,15.21,25.42,165.28,38.89,88.18,717,142,19,293.27,117680.66,51093.2,1446.58,7377.01,18847.33,27175.54,4746.33,2288.76,0,425.03,2652.27,57596.29,55215.71,41.44,13.25,977.13,1348.76,175276.95
Sugarcane,Andhra Pradesh,119995.71,119995.71,123255.57,193639.14,133465.68,203849.25,204477.8,141.08,141.08,144.91,227.66,156.92,239.67,240.41,264.45,234470.36,141.51,42.91,396.03,7.79,1814.32,19.97,267.26,23.4,89.43,51.77,76.97,262.74,43,8,850.03,129881.42,93933.81,1537.18,1917.89,11469.41,9964.37,1523.57,1943.31,0,552.42,7039.46,73967.83,70383.56,0,0,324.4,3259.87,203849.25
Sugarcane,Bihar,60395.59,60395.59,65455.5,79834.75,68847.81,83227.06,83227.06,93.6,93.6,101.44,123.72,106.69,128.98,128.98,141.88,185393.19,7075.85,56.396,238.897,8.909,688.19,0,282.421,32.472,99.997,33.33,0,301.54,8,2,621.55,62545.83,22939.35,0,5839.29,15927.39,8648.23,1299.82,4412.14,0,0,3479.61,20681.23,14379.25,0,52.63,1189.43,5059.92,83227.06
Sugarcane,Haryana,47386.96,47386.96,56355.05,116831.79,61442.01,121918.75,121918.75,54.52,54.52,64.83,134.41,70.38,140.26,140.26,154.29,277740.61,7622.41,18.7,106.45,0,680.67,0,354.61,19.09,0,49.53,0,320.69,17,9,846.02,51234,33712.16,0,2170.45,6632.81,2032.32,1009.14,2962.61,0,0,2714.51,70684.75,60476.73,0,0,1239.94,8968.08,121918.75
Sugarcane,Karnataka,52166.62,52166.62,57524.71,105713.91,66286.51,114475.7,118043.19,58.91,58.91,64.96,119.38,74.86,129.28,133.31,146.64,233808.31,4235.16,31.95,476.53,7.14,688.28,21.76,320.85,25.24,164.41,32.82,127.53,260.77,77,20,869.73,60374.17,22587.15,2775.17,5700.71,10252.27,13202.67,674.9,1862.24,0,282.76,3036,54101.53,48489.2,0,7.23,547,5358.1,114475.7
Sugarcane,Maharashtra,144418.03,144418.03,162697.34,209553.58,184850.75,231706.99,231706.99,120.59,120.59,135.86,174.98,154.35,193.48,193.48,212.83,266483.53,14597.7,30.79,724.39,23.07,1814.22,53.54,348.5,27.25,227.05,36.58,155.38,230.86,174,30,1135.38,164934.39,66370.66,8319.22,27348.56,10730.17,24976.61,824.21,17163.1,4.97,798.03,8398.86,66772.6,46856.24,0,34.05,1602.99,18279.32,231706.99
Sugarcane,Punjab,75862.95,75862.95,84658.57,165479.09,91893.27,172713.79,172713.79,83.8,83.8,93.51,182.79,101.5,190.78,190.78,209.86,262447.99,3934.3,45.647,192.847,19.957,1037.54,0,318.872,17.944,17.132,47.06,0,310.01,6,4,891.93,82240.12,48831.15,0,3230.75,14555.51,3802.36,6144.7,1263.6,0,0,4412.05,90473.67,80820.51,0,0,857.53,8795.63,172713.79
Sugarcane,Tamil Nadu,122383.36,122383.36,145030.57,191454.81,168428.03,214852.28,218722.41,140.01,140.01,164.44,215.77,190.76,242.1,246.46,271.11,233177.69,4167.19,30.14,538.69,24.57,1534.63,16.91,261.77,24.03,148.35,54.08,74.02,302.68,82,23,871.99,144348.07,82989.93,1252.01,3208.7,7888.87,16590.05,1167.24,13810.24,0,169.68,7114.7,70504.21,46424.24,0,14.24,1418.52,22647.21,214852.28
Sugarcane,Uttar Pradesh,64567.99,54581.94,76255.05,11502.12,86866.89,125636.96,125636.96,102.3,102.32,120.81,182.24,137.63,199.05,199.05,218.96,191863.58,9165.02,26.21,208.6,9.01,1288.1,6.57,310.46,20.35,79.39,31.89,108.08,307.45,172.26,26,602.42,73272.56,41082.96,710.42,3530.33,8135.65,4958.41,1867.88,9299.28,0,1.74,3685.89,52364.4,38756.12,13.96,16.16,1891.09,11687.07,125636.96
Sugarcane,Uttarakhand,48971.59,48971.59,52738.35,105223.64,60853.46,113338.76,113338.76,83.52,83.52,89.95,179.47,103.79,193.31,193.31,212.64,181319.62,9310.94,22.9,199.17,0,1110.04,5.35,301.92,16.36,0,34.36,49.98,315.36,14,2,557.67,55940.69,38145.36,267.45,1897.52,6914.4,3257.76,0,2644.96,0,0,2813.24,57398.07,52485.3,0,24.87,1121.14,3766.76,113338.76
Coconut AP,Andhra Pradesh,3,47487.08,47487.08,47759.15,86068.66,53736.22,92045.74,252.98,2.5,2.5,2.51,4.35,2.77,4.62,2.51,2.51,2.52,2.78,4.63,127698.4,0,,682.11,0,388.79,0,,0,26.7,0,78.7,23089.57,0,0,358.61,0,18212.91,502.17,132.87,0,437.15,2766.56,39036.95,38309.52,0,0,455.37,272.06,92045.74
Coconut Ka,Karnataka,3,14914.2,14914.2,20973.18,30890.16,27485.36,37402.35,20067.47,5.05,5.05,7.2,9.95,9.24,11.99,10.38,10.38,12.53,14.57,17.32,45432.19,493.31,,117.76,3.31,296.04,1.6,,0,10.47,299.44,40.65,5520.56,94.49,922.02,3433.07,992.42,2225.33,291.33,1098.25,217,0,645.15,852.07,16408.8,9916.99,0,23.64,409.19,6058.98
Coconut Ke,Kerala,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39911.59,0,0.2,106.36,16942.98,17728.07,69.02,242.63,0,0,346.02,3650.32,8685.4,0,0,294.86,2850.78,5539.76
Coconut Ke,Kerala,4,103530.04,103530.04,104625.85,147496.68,122383.49,165254.32,41469.52,6.36,6.36,6.42,8.68,7.2,9.47,8.78,8.78,8.84,9.62,11.89,209646.81,4846.57,,25.68,74.18,815.47,0,,0,25.71,319.15,109.21,71251.94,0,0.02,248.13,23674.88,24335.07,5.61,362.15,0,0,130.66,6023.88,45090.2,42870.83,0,245.74,877.83,1095.8
Coconut TN,Tamil Nadu,3,63153.4,63153.4,79870.47,127328.82,102632.34,150090.7,14015.74,3.08,3.08,3.76,5.86,4.75,6.85,3.76,3.76,4.44,5.43,7.53,228386.69,12517.68,,328.71,29.34,797.2,0,,0,25.16,170.93,53.9,19398.2,0,576.16,2560.33,5014.98,13284.4,94.35,12655.17,317.55,0,9676.85,3674.91,64854.9,47458.36,0,12.96,666.52,16717.06
